# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ131654.6+301454   199.22737  30.24839    0.0849892        0.026019             1.90751      0.221878          1.34587E-10              5.02347E-11                  22.7771    1316.5+3013        2910.3494           --               0            16.3           -12.4             1             0.55     4            0.16       2WHSPJ131654.4+301453   "4FGL J1316.5+3013" 199.1447      30.2261        0.0736               2910.3494               1.1601684E-14    3.055389E-15     2.0253267           0.19188824              63.619314268255444   83.60322262573149    
  2BIGBJ131931.7+140533   199.88225  14.09256    0.135988         0.0258833            2.00764      0.145345          3.41879E-10              7.88363E-11                  55.4052    1319.5+1404        3533.4392           5BZBJ1319+1405   0            15.2           -11.8             1             0.573    1            0.63       --                      "4FGL J1319.5+1404" 199.8979      14.0708        0.0547               3533.4392               1.7092037E-14    3.1340043E-15    1.9243592           0.1264346               331.0156606124464    75.41012334238782    
  2BIGBJ131921.3+775822   199.83858  77.97283    0.641341         0.0595636            2.00049      0.07645           6.11969E-10              6.59829E-11                  301.347    1319.8+7759        2184.655            --               0            16.5           -11.8             2             0.21     5            0.63       --                      "4FGL J1319.8+7759" 199.9658      77.9882        0.037                2184.655                8.079293E-14     7.39825E-15      2.041004            0.07226635              121.06348531506207   39.05396445197182    
  2BIGBJ132301.0+043951   200.75421  4.66431     0.0892839        0.0204657            1.92101      0.165158          2.30303E-10              6.05105E-11                  43.838     1322.9+0437        3733.9414           5BZGJ1323+0439   0            16.8           -11.9             1             0.224    1            0.5        2WHSPJ132301.0+043951   "4FGL J1322.9+0437" 200.7372      4.6308         0.0574               3733.9414               1.3128736E-14    2.705419E-15     1.8912054           0.13982654              322.8505344553823    66.30717334894985    
  2BIGBJ132358.4+140559   200.99321  14.09986    0.483598         0.0452417            1.82867      0.0695449         8.42775E-10              9.21045E-11                  340.753    1323.9+1405        3150.824            5BZBJ1323+1405   0            15.8           -12.1             1             0.32     4            0.32       2WHSPJ132358.3+140558   "4FGL J1323.9+1405" 200.9762      14.0871        0.0289               3150.824                5.3991398E-14    5.3906536E-15    1.869359            0.069494076             334.7702778553362    74.92262026114089    
  2BIGBJ132541.9-022810   201.42454  -2.46944    0.153578         0.0350433            1.96348      0.167165          2.69113E-10              7.61714E-11                  43.2458    1325.6-0227        3003.4858           5BZBJ1325-0228   0            17.9           -12.0             1             0.8      2            0.4        2WHSPJ132541.8-022809   "4FGL J1325.6-0227" 201.4144      -2.4552        0.086                3003.4858               1.3656829E-14    3.651125E-15     1.9178274           0.15126875              319.8616685565614    59.271516538584386   
  2BIGBJ132617.1+122958   201.57375  12.49967    0.0488781        0.0143128            1.91261      0.209309          1.75767E-10              6.26612E-11                  22.1552    1326.1+1232        4460.581            5BZGJ1326+1229   0            16.8           -11.9             1             0.204    1            0.5        2WHSPJ132617.7+122957   "4FGL J1326.1+1232" 201.5493      12.5348        0.0647               4460.581                5.464733E-15     1.6163469E-15    1.8513045           0.186181                333.80500735376495   73.24634420478256    
  2BIGBJ132840.6-472749   202.16921  -47.46367   0.255178         0.0253847            1.922        0.0796087         1.22308E-9               1.81831E-10                  327.536    1328.5-4727        5151.8223           --               0            15.4           -11.8             1             ""       --           0.63       2WHSPJ132840.6-472748   "4FGL J1328.5-4727" 202.1342      -47.4613       0.0228               5151.8223               3.2178853E-14    3.296323E-15     1.9809405           0.07649722              309.4312626543486    14.93759545645846    
  2BIGBJ133025.1+700138   202.60754  70.02742    0.47651          0.0431959            1.94596      0.0741773         5.69476E-10              5.96123E-11                  312.97     1330.2+7002        2484.1116           5BZBJ1330+7001   0            15.0           -12.1             1             0.23     5            0.32       2WHSPJ133025.7+700137   "4FGL J1330.2+7002" 202.5727      70.0406        0.0338               2484.1116               5.770235E-14     5.353998E-15     1.9449537           0.06917717              118.09162511323319   46.73266673561992    
  2BIGBJ133021.5+444120   202.58971  44.68897    0.954262         0.112183             2.08456      0.0957453         5.59815E-10              7.25272E-11                  181.883    1330.3+4441        1693.9941           5BZBJ1330+4441   0            15.6           -12.1             1             0.31     4            0.32       2WHSPJ133021.4+444120   "4FGL J1330.3+4441" 202.5793      44.6877        0.0497               1693.9941               1.0500727E-13    1.2811722E-14    2.1536474           0.09868433              101.5180156068153    70.78594354315156    
  2BIGBJ133102.9+565541   202.76213  56.92822    0.049178         0.00980095           1.74115      0.141341          1.73917E-10              4.5063E-11                   76.3872    1331.0+5653        4875.0503           5BZGJ1331+5655   0            17.8           -12.1             1             0.27     1            0.32       2WHSPJ133102.8+565541   "4FGL J1331.0+5653" 202.7577      56.894         0.0522               4875.0503               5.2383643E-15    1.1927923E-15    1.8520551           0.16670103              112.31589978841068   59.37615514457132    
  2BIGBJ133529.8-295038   203.874    -29.84414   0.473618         0.0641825            2.081        0.118963          6.09026E-10              1.02788E-10                  119.99     1335.3-2949        2471.254            5BZBJ1335-2950   0            17.8           -11.8             1             0.51     2            0.63       2WHSPJ133529.7-295038   "4FGL J1335.3-2949" 203.8475      -29.8295       0.0349               2471.254                5.373831E-14     7.4837385E-15    2.0245087           0.10192977              314.2084160333327    32.06105606583894    
  2BIGBJ133612.1+231958   204.0505   23.33303    0.163779         0.0316542            2.00705      0.164952          2.92979E-10              7.0727E-11                   57.4454    1336.2+2320        2983.206            5BZBJ1336+2319   0            16.1           -12.1             1             0.267    1            0.32       2WHSPJ133612.1+231958   "4FGL J1336.2+2320" 204.051       23.3349        0.0533               2983.206                2.1946998E-14    3.9370045E-15    1.9600779           0.13134173              14.837139512261015   79.19422342841884    
  2BIGBJ134029.8+441004   205.12421  44.16778    0.0250246        0.00494674           1.71212      0.141157          2.04031E-10              5.46783E-11                  83.2073    1340.5+4409        8069.253            5BZBJ1340+4410   0            17.2           -11.9             1             0.54     1            0.5        2WHSPJ134029.8+441004   "4FGL J1340.5+4409" 205.1468      44.161         0.0398               8069.253                3.0868295E-15    6.3816045E-16    1.6638834           0.13378495              96.04325863211614    70.31053789819775    
  2BIGBJ134042.0-041006   205.17508  -4.16856    0.582591         0.0782746            2.05348      0.113059          6.22305E-10              9.64569E-11                  111.23     1340.8-0409        2278.0332           --               0            15.2           -12.0             1             0.25     5            0.4        2WHSPJ134042.0-041005   "4FGL J1340.8-0409" 205.2171      -4.1612        0.0793               2278.0332               6.0583334E-14    8.872284E-15     2.0209231           0.102310434             325.6137409434272    56.518200611671524   
  2BIGBJ134105.0+395945   205.27125  39.99597    0.224029         0.0342463            1.8042       0.109811          3.40637E-10              6.27179E-11                  148.599    1341.2+3958        2946.9128           5BZGJ1341+3959   0            17.7           -11.6             1             0.172    1            1.0        2WHSPJ134105.1+395944   "4FGL J1341.2+3958" 205.3209      39.9738        0.0565               2946.9128               2.8788522E-14    4.129612E-15     1.9625851           0.11396129              87.43428361176254    73.526631745438      
  2BIGBJ134240.3+093911   205.668    9.65319     0.642678         0.0913322            2.18105      0.130906          5.84787E-10              9.75739E-11                  95.3848    1342.6+0944        2040.6504           --               0            15.5           -12.4             1             0.43     4            0.16       2WHSPJ134240.3+093911   "4FGL J1342.6+0944" 205.6712      9.735          0.0812               2040.6504               6.7715236E-14    1.0248516E-14    2.0952036           0.10713407              340.0200961471487    68.75116092766781    
  2BIGBJ134706.9-295842   206.77867  -29.97844   0.522891         0.0544333            1.94973      0.0835274         8.16132E-10              1.03403E-10                  236.857    1347.1-2959        2845.5767           --               4            15.3           -11.5             1             ""       --           1.26       2WHSPJ134706.7-295841   "4FGL J1347.1-2959" 206.7789      -29.984        0.0369               2845.5767               5.0347784E-14    6.12295E-15      2.0091996           0.08804348              317.0559815754268    31.36170903867418    
  2BIGBJ135120.9+111453   207.83688  11.24808    0.900475         0.0626661            1.84499      0.0535449         1.31779E-9               1.04611E-10                  661.593    1351.3+1115        2849.3503           5BZBJ1351+1114   0            16.0           -11.7             1             0.51     3            0.79       2WHSPJ135120.8+111453   "4FGL J1351.3+1115" 207.8434      11.2502        0.0219               2849.3503               8.463847E-14     6.954735E-15     1.8706793           0.057142418             347.37686208371485   68.77754532365852    
  2BIGBJ135117.5-153016   207.82271  -15.50444   0.286091         0.0452088            2.07262      0.135905          5.41071E-10              1.09888E-10                  80.0042    1351.4-1529        2984.9573           --               1            15.0           -12.1             2             0.25     5            0.32       --                      "4FGL J1351.4-1529" 207.8542      -15.4836       0.0597               2984.9573               2.7021418E-14    5.198554E-15     2.0670712           0.15608735              323.51861833815866   44.9614603674646     
  2BIGBJ135328.0+560056   208.36687  56.01581    0.0291113        0.00689428           1.86687      0.180284          1.64773E-10              5.63993E-11                  51.8792    1353.4+5600        5839.94             5BZBJ1353+5600   0            16.4           -12.0             1             0.404    1            0.4        2WHSPJ135328.0+560056   "4FGL J1353.4+5600" 208.3602      56.0024        0.0423               5839.94                 2.7451133E-15    7.983683E-16     1.9530582           0.22378665              106.04764203304606   59.0325200085264     
  2BIGBJ135340.2-663957   208.41758  -66.666     0.571176         0.0361502            1.90552      0.0500337         1.89529E-9               1.61165E-10                  631.374    1353.6-6640        4293.8555           --               0            15.6           -11.3             1             ""       --           2.0        2WHSPJ135340.1-663956   "4FGL J1353.6-6640" 208.4055      -66.6719       0.0164               4293.8555               5.911766E-14     4.577949E-15     1.9258627           0.05761193              309.0496267378866    -4.536279589335008   
  2BIGBJ135345.2-393710   208.43821  -39.61964   0.00521435       0.00202943           1.51642      0.239942          6.53292E-11              3.52043E-11                  18.0403    1353.7-3936        12585.101           --               1            16.1           -12.1             1             0.37     5            0.32       2WHSPJ135345.1-393709   "4FGL J1353.7-3936" 208.4386      -39.6157       0.0385               12585.101               6.84012E-16      2.5238937E-16    1.6062683           0.21635164              315.7958233902619    21.6904603252307     
  2BIGBJ140022.1-400823   210.092    -40.13989   0.0998615        0.0254629            1.86141      0.171713          2.28226E-10              7.52469E-11                  37.5702    1400.2-4010        3601.6104           --               0            16.4           -12.1             1             0.27     5            0.32       2WHSPJ140022.0-400822   "4FGL J1400.2-4010" 210.0542      -40.1806       0.0462               3601.6104               1.3391635E-14    3.108724E-15     2.0406637           0.16238333              316.9566431165919    20.84722302543744    
  2BIGBJ140450.9+040202   211.21208  4.03394     1.12961          0.110357             1.94988      0.0750489         9.47829E-10              1.04573E-10                  312.996    1404.8+0402        2069.7058           5BZBJ1404+0402   0            15.6           -11.4             1             0.37     3            1.58       2WHSPJ140450.8+040202   "4FGL J1404.8+0402" 211.2244      4.0352         0.03                 2069.7058               1.2833704E-13    1.2266273E-14    2.070329            0.07334527              343.32707778063275   61.0100787333483     
  2BIGBJ140449.6+655431   211.20671  65.90875    0.46096          0.0350918            1.90986      0.0613679         7.29624E-10              6.41129E-11                  513.181    1404.8+6554        2907.225            5BZBJ1404+6554   0            16.5           -11.9             1             0.363    1            0.5        2WHSPJ140449.6+655430   "4FGL J1404.8+6554" 211.2158      65.9048        0.0238               2907.225                4.68431E-14      4.2268786E-15    1.8645823           0.064277336             111.50693481376409   49.55986081566954    
  2BIGBJ140609.6-250809   211.54     -25.13589   0.796008         0.0973441            2.02476      0.0948857         7.29515E-10              1.03641E-10                  164.923    1406.1-2508        2128.9048           --               0            15.0           -12.0             1             ""       --           0.4        2WHSPJ140609.5-250808   "4FGL J1406.1-2508" 211.5445      -25.1386       0.0272               2128.9048               9.720029E-14     1.10300546E-14   2.0783288           0.08435691              323.58913810056526   34.72071677038633    
  2BIGBJ140630.0-393509   211.62508  -39.58592   0.0092959        0.00237755           1.48725      0.156854          1.18793E-10              4.15754E-11                  46.1554    1406.6-3934        13123.037           5BZBJ1406-3935   0            17.1           -12.0             1             0.37     4            0.4        2WHSPJ140629.9-393508   "4FGL J1406.6-3934" 211.6655      -39.5727       0.0576               13123.037               1.0995245E-15    2.9252285E-16    1.5493098           0.16129132              318.3353829617652    21.030099599277065   
  2BIGBJ140659.2+164207   211.74662  16.70217    0.0983927        0.0153612            1.80004      0.113881          3.5924E-10               7.00706E-11                  106.268    1406.9+1643        4800.3516           5BZBJ1406+1642   0            17.2           -11.8             1             0.54     3            0.63       2WHSPJ140659.1+164206   "4FGL J1406.9+1643" 211.742       16.7206        0.0772               4800.3516               7.8473435E-15    1.6042996E-15    1.812417            0.13622633              6.009141782655536    69.6510364157729     
  2BIGBJ141029.6+282055   212.62317  28.34881    0.64853          0.0957199            2.05269      0.122921          4.46005E-10              7.41943E-11                  106.263    1410.4+2820        1838.6321           5BZBJ1410+2820   0            15.9           -11.9             1             0.521    1            0.5        2WHSPJ141029.5+282054   "4FGL J1410.4+2820" 212.6229      28.342         0.0461               1838.6321               8.975935E-14     1.17039455E-14   2.074635            0.09592718              41.519386560154736   72.48452340503906    
  2BIGBJ141046.0+740511   212.69167  74.08644    0.355538         0.0301055            1.82979      0.0620288         6.89233E-10              6.97193E-11                  457.951    1410.7+7405        3338.3076           --               0            15.1           -12.4             1             ""       --           0.16       --                      "4FGL J1410.7+7405" 212.6869      74.0899        0.025                3338.3076               4.12723E-14      3.8090004E-15    1.860342            0.06527875              115.75047564267412   41.91743000265838    
  2BIGBJ141133.0-072253   212.88879  -7.38144    0.111801         0.0220362            1.88925      0.14375           3.10428E-10              8.24575E-11                  56.8556    1411.5-0723        3942.895            --               0            16.7           -12.4             1             0.32     5            0.16       --                      "4FGL J1411.5-0723" 212.886       -7.3984        0.0447               3942.895                1.29235866E-14   2.797763E-15     2.0439048           0.18920952              335.1405239881234    50.412095737725274   
  2BIGBJ141208.2+383521   213.03429  38.58922    0.0620304        0.0125983            1.82846      0.150892          2.02092E-10              5.15154E-11                  59.5719    1412.0+3836        4436.707            --               0            16.1           -12.8             1             0.45     4            0.06       --                      "4FGL J1412.0+3836" 213.013       38.6102        0.0611               4436.707                7.43755E-15      1.5687631E-15    1.8513292           0.15480614              72.22213672312762    69.61588787679715    
  2BIGBJ141612.2-241813   214.05071  -24.30372   0.126124         0.0212207            1.85947      0.116953          3.95514E-10              8.38189E-11                  88.0773    1416.1-2417        4273.295            5BZBJ1416-2418   0            15.9           -12.2             1             0.136    1            0.25       --                      "4FGL J1416.1-2417" 214.0334      -24.2982       0.0371               4273.295                1.5605213E-14    2.591672E-15     1.8433762           0.104324125             326.54042839319555   34.652320734336435   
  2BIGBJ141756.7+254325   214.48612  25.72386    0.031308         0.00456411           1.41188      0.0914402         2.6005E-10               4.80861E-11                  209.992    1417.9+2543        10403.913           5BZBJ1417+2543   0            17.6           -11.1             1             0.24     1            3.16       2WHSPJ141756.5+254324   "4FGL J1417.9+2543" 214.494       25.7238        0.025                10403.913               2.8595203E-15    5.0117785E-16    1.536569            0.1075402               33.69268953159777    70.60609756856832    
  2BIGBJ141828.1+354249   214.61917  35.71367    36.9001          1.40229              2.17175      0.0316498         4.27988E-9               1.37888E-10                  3420.61    1418.4+3543        792.28754           --               0            15.4           -12.2             1             0.47     5            0.25       --                      "4FGL J1418.4+3543" 214.6229      35.7192        0.015                792.28754               5.0392993E-12    1.4088081E-13    2.106669            0.02154479              63.19985030414961    69.60385175270098    
  2BIGBJ141826.3-023334   214.60971  -2.55944    6.9286           0.239823             1.78043      0.0246678         4.4788E-9                1.57074E-10                  3765.29    1418.4-0233        1835.9685           5BZBJ1418-0233   0            15.5           -11.0             1             0.356    3            3.98       2WHSPJ141826.2-023333   "4FGL J1418.4-0233" 214.6058      -2.5594        0.0128               1835.9685               7.3944003E-13    2.6920642E-14    1.7901014           0.024050996             341.58552387770106   53.652883157848194   
  2BIGBJ141900.0+773229   214.75129  77.54147    0.309055         0.0280893            1.81368      0.067282          5.31023E-10              5.64099E-11                  356.398    1418.9+7731        3143.0989           5BZBJ1419+7732   0            16.0           -11.7             1             0.27     3            0.79       2WHSPJ141900.3+773229   "4FGL J1418.9+7731" 214.7364      77.5318        0.0249               3143.0989               3.931848E-14     3.6684027E-15    1.7655371           0.060875848             117.02724676122124   38.56492281768841    
  2BIGBJ141927.5+044513   214.86454  4.75381     0.0783212        0.0162234            1.74791      0.138982          2.42515E-10              6.41442E-11                  65.3674    1419.3+0444        4501.16             5BZBJ1419+0445   0            15.0           -12.1             1             0.7      3            0.32       --                      "4FGL J1419.3+0444" 214.8371      4.7428         0.0426               4501.16                 1.1007535E-14    2.0346746E-15    1.8475219           0.13114664              349.98503087773724   59.328264430221815   
  2BIGBJ142238.9+580155   215.66196  58.03211    0.0882351        0.0118774            1.75001      0.0941529         2.99849E-10              4.89284E-11                  165.428    1422.6+5801        4741.759            5BZBJ1422+5801   0            17.8           -11.3             1             0.638    1            2.0        2WHSPJ142238.8+580154   "4FGL J1422.6+5801" 215.6625      58.0245        0.0322               4741.759                8.827935E-15     1.3902028E-15    1.7469627           0.10280912              101.85748403630551   55.205544207061926   
  2BIGBJ142412.4-175008   216.05146  -17.83569   0.155753         0.0272723            1.94759      0.133082          4.26264E-10              9.70597E-11                  68.8014    1424.1-1750        3799.519            --               0            15.6           -11.9             1             0.082    1            0.5        --                      "4FGL J1424.1-1750" 216.0294      -17.8447       0.071                3799.519                1.4743623E-14    3.0485379E-15    1.9458278           0.141653                332.10265991725925   39.723898414712416   
  2BIGBJ142526.2-011825   216.35908  -1.30717    0.0327259        0.00814285           1.75226      0.158523          1.79603E-10              5.55581E-11                  37.2765    1425.4-0119        6225.878            5BZBJ1425-0118   0            15.0           -12.6             1             0.4      4            0.1        --                      "4FGL J1425.4-0119" 216.3593      -1.3333        0.0517               6225.878                3.166085E-15     8.6913717E-16    1.7590604           0.18976519              345.21490803518356   53.664421879057286   
  2BIGBJ142725.9-182303   216.85804  -18.38436   0.292825         0.041128             1.92426      0.107074          5.64427E-10              1.0042E-10                   126.924    1427.4-1823        3204.2437           --               0            15.0           -12.2             2             0.36     5            0.25       --                      "4FGL J1427.4-1823" 216.8669      -18.3955       0.0384               3204.2437               3.5931168E-14    4.8824754E-15    1.9593098           0.09600387              332.65574669887275   38.88390490252196    
  2BIGBJ142832.6+424021   217.13592  42.6725     0.257388         0.0177984            1.63278      0.0473552         8.66501E-10              6.94818E-11                  898.44     1428.5+4240        5015.0986           5BZBJ1428+4240   0            18.1           -10.7             1             0.129    1            7.94       2WHSPJ142832.5+424020   "4FGL J1428.5+4240" 217.1286      42.6776        0.0171               5015.0986               2.8248149E-14    2.2285187E-15    1.660515            0.0511157               77.48708338222762    64.89891520508992    
  2BIGBJ142829.9+743002   217.12454  74.50061    0.0104286        0.00279941           1.95455      0.193222          1.59173E-10              5.3099E-11                   39.5721    1428.8+7429        9121.841            --               0            16.7           -12.5             1             0.31     5            0.13       2WHSPJ142829.8+743002   "4FGL J1428.8+7429" 217.2026      74.485         0.0636               9121.841                1.1423642E-15    3.4703112E-16    1.7665825           0.24758527              114.56340126199731   41.012199432549956   
  2BIGBJ143211.6+764355   218.04842  76.73219    0.587838         0.134449             1.98392      0.145842          2.42051E-10              5.63719E-11                  64.133     1432.8+7648        1435.9204           --               0            16.0           -12.4             1             0.53     5            0.16       2WHSPJ143211.5+764354   "4FGL J1432.8+7648" 218.2073      76.805         0.0884               1435.9204               8.3033786E-14    1.4933318E-14    2.3189938           0.16295317              115.7165618593359    38.95020854182011    
  2BIGBJ143441.5+664026   218.67275  66.67403    0.0246212        0.00500772           1.59383      0.132433          1.23942E-10              3.27449E-11                  84.0037    1434.8+6640        6578.854            --               0            15.4           -12.4             1             0.35     5            0.16       --                      "4FGL J1434.8+6640" 218.7093      66.6767        0.03                 6578.854                3.380212E-15     6.585601E-16     1.6628745           0.12298138              108.17810748053748   47.38778785504389    
  2BIGBJ143657.8+563925   219.24067  56.65708    0.677029         0.0463229            1.87393      0.0540985         9.28722E-10              7.24129E-11                  686.05     1436.9+5638        2727.4626           5BZBJ1436+5639   0            16.8           -11.6             1             0.381    2            1.0        2WHSPJ143657.7+563924   "4FGL J1436.9+5638" 219.229       56.649         0.0193               2727.4626               8.251192E-14     5.834996E-15     1.8791833           0.052345503             97.72954883251589    55.00113408463798    
  2BIGBJ143917.5+393242   219.82283  39.54522    1.01868          0.0722855            2.01594      0.062945          1.06375E-9               8.48168E-11                  536.931    1439.3+3932        2276.022            5BZBJ1439+3932   0            15.9           -11.2             1             0.344    1            2.51       2WHSPJ143917.3+393242   "4FGL J1439.3+3932" 219.8299      39.538         0.0299               2276.022                9.706897E-14     8.385875E-15     1.9406018           0.06467723              68.84779372412308    64.42310849589444    
  2BIGBJ143950.9-395518   219.96192  -39.92189   0.298755         0.0468223            2.02519      0.132516          5.7779E-10               1.2539E-10                   93.9773    1439.9-3953        3077.9646           --               0            15.7           -11.6             1             ""       --           1.0        2WHSPJ143950.8-395518   "4FGL J1439.9-3953" 219.9816      -39.8976       0.0572               3077.9646               3.8395695E-14    5.6107988E-15    2.0598772           0.115410574             324.5324904467747    18.35942324039966    
  2BIGBJ143959.5-234141   219.99775  -23.69472   0.427002         0.0524941            1.97309      0.102287          7.08266E-10              1.10617E-10                  152.28     1440.0-2343        2910.152            --               0            16.2           -11.9             1             0.25     5            0.5        --                      "4FGL J1440.0-2343" 220.0031      -23.7233       0.0551               2910.152                4.2299975E-14    5.7665224E-15    1.976547            0.10154471              332.73504766579117   32.81975960127779    
  2BIGBJ144037.8-384655   220.15763  -38.78194   0.171142         0.0156157            1.68513      0.0664616         8.70785E-10              1.09123E-10                  443.652    1440.6-3846        6238.7285           --               0            17.3           -11.2             1             0.27     4            2.51       2WHSPJ144037.7-384654   "4FGL J1440.6-3846" 220.1549      -38.7797       0.0211               6238.7285               1.851302E-14     1.8550157E-15    1.7771808           0.06960069              325.1946394629478    19.32362569190679    
  2BIGBJ144052.9+061016   220.22054  6.17114     0.766058         0.0731516            2.09704      0.0843707         1.2541E-9                1.55272E-10                  338.766    1440.9+0609        2758.352            5BZBJ1440+0610   0            15.1           -11.6             1             0.396    2            1.0        --                      "4FGL J1440.9+0609" 220.242       6.1631         0.0279               2758.352                8.231945E-14     8.568956E-15     2.122181            0.088025466             359.03999340970387   56.60132449700426    
  2BIGBJ144128.0-193552   220.3665   -19.59789   0.086058         0.0147767            1.75473      0.11375           3.37198E-10              7.30623E-11                  87.1975    1441.4-1934        5129.2793           --               0            15.0           -12.3             2             ""       --           0.2        --                      "4FGL J1441.4-1934" 220.3504      -19.5783       0.0355               5129.2793               9.89383E-15      1.7448211E-15    1.7985146           0.11439203              335.5634810824383    36.207066856467414   
  2BIGBJ144236.0-462301   220.65167  -46.38383   0.482547         0.0572454            1.96353      0.0881017         8.03358E-10              1.19203E-10                  161.071    1442.6-4623        2926.119            --               0            15.8           -12.0             1             0.103    1            0.4        2WHSPJ144236.4-462300   "4FGL J1442.6-4623" 220.6605      -46.3869       0.0441               2926.119                4.43328E-14      6.504921E-15     2.0700006           0.10751622              322.15185394372287   12.297773013136291   
  2BIGBJ144248.2+120040   220.701    12.01119    0.337672         0.0310674            1.78706      0.0672232         8.22481E-10              9.11532E-11                  370.604    1442.7+1200        3856.1694           5BZBJ1442+1200   0            17.7           -11.2             1             0.16     1            2.51       2WHSPJ144248.1+120039   "4FGL J1442.7+1200" 220.698       12.0126        0.0287               3856.1694               3.5916887E-14    3.547193E-15     1.800819            0.06566217              8.329483956100638    59.84024852235287    
  2BIGBJ144334.0+251558   220.89337  25.26614    0.00738163       0.00144868           1.62275      0.117252          1.26105E-10              3.68996E-11                    15.2638    1443.6+2515        13738.008           5BZBJ1443+2515   0            15.3           -12.5             1             0.529    1            0.13       --                      "4FGL J1443.6+2515" 220.9028      25.2631        0.035                13738.008               1.1951738E-15    3.8514564E-16    1.7904603           0.2150891               35.072719100016315   64.82853504206585    
  2BIGBJ144357.2-390840   220.98833  -39.14444   8.21464          0.228354             1.8437       0.0211192         6.33453E-9               1.86985E-10                  5407.46    1443.9-3908        2013.7366           5BZBJ1443-3908   0            15.7           -10.8             1             0.065    1            6.31       2WHSPJ144357.1-390839   "4FGL J1443.9-3908" 220.9908      -39.1481       0.0107               2013.7366               8.8173723E-13    2.7482507E-14    1.820029            0.020681454             325.6410400962542    18.71494500614563    
  2BIGBJ144506.2-032612   221.276    -3.43681    0.383537         0.0346628            1.73739      0.0632114         9.61436E-10              1.05438E-10                  381.046    1445.0-0326        4007.4163           5BZBJ1445-0326   0            17.2           -11.2             1             0.31     3            2.51       2WHSPJ144506.1-032612   "4FGL J1445.0-0326" 221.2696      -3.4481        0.0258               4007.4163               4.2282367E-14    4.0404962E-15    1.8182305           0.0655842               349.24871924318853   48.93909130919504    
  2BIGBJ144644.8-182925   221.68679  -18.49031   0.0697327        0.018582             1.94255      0.207436          2.51988E-10              9.07422E-11                  25.6094    1446.8-1830        4395.1265           --               4            16.0           -12.2             1             ""       --           0.25       2WHSPJ144644.8-182925   "4FGL J1446.8-1830" 221.7247      -18.514        0.0831               4395.1265               8.565692E-15     2.1316948E-15    1.9297906           0.19027248              337.6029951509482    36.50089105383942    
  2BIGBJ144656.8-265658   221.73683  -26.9495    0.0532658        0.0117439            1.93864      0.156503          2.83099E-10              7.98381E-11                  45.8448    1447.0-2657        5374.985            --               0            17.6           -11.3             1             0.32     5            2.0        --                      "4FGL J1447.0-2657" 221.7652      -26.9621       0.0378               5374.985                6.066659E-15     1.3775514E-15    1.8722649           0.14976124              332.48431032947866   29.21179082669138    
  2BIGBJ144800.6+360831   222.00246  36.142      3.28922          0.134739             1.83171      0.0311949         2.5206E-9                1.08749E-10                  2543.66    1448.0+3608        2009.7864           5BZBJ1448+3608   0            15.1           -11.5             1             0.28     3            1.26       2WHSPJ144800.4+360830   "4FGL J1448.0+3608" 222.0171      36.1344        0.0162               2009.7864               3.3130334E-13    1.5656335E-14    1.7908224           0.031182693             60.26685384473152    63.723279628624084   
  2BIGBJ144941.9-091000   222.42454  -9.16678    0.100482         0.0293983            1.73368      0.168882          1.78746E-10              6.16343E-11                  30.4815    1449.7-0910        3293.4573           --               3            16.0           -12.2             1             0.21     5            0.25       2WHSPJ144941.8-091000   "4FGL J1449.7-0910" 222.441       -9.1781        0.0744               3293.4573               1.486147E-14     3.679707E-15     2.039894            0.17735069              345.338496515078     43.755272813220756   
  2BIGBJ145127.7+635419   222.8655   63.90536    0.114971         0.0121837            1.78597      0.078662          4.23936E-10              5.42843E-11                  286.354    1451.4+6355        4866.3096           5BZBJ1451+6354   0            17.0           -12.0             3             0.65     1            0.4        2WHSPJ145127.7+635419   "4FGL J1451.4+6355" 222.8554      63.9172        0.0367               4866.3096               8.760075E-15     1.3348517E-15    1.8054163           0.11066469              103.55927410899285   48.460920066240014   
  2BIGBJ145224.5-414951   223.10225  -41.83083   0.0283943        0.00722872           1.98759      0.196188          3.01061E-10              9.71692E-11                  32.0301    1452.0-4148        7360.0703           --               0            16.3           -12.2             1             0.26     5            0.25       --                      "4FGL J1452.0-4148" 223.0172      -41.8036       0.1037               7360.0703               2.90386E-15      8.061526E-16     1.8031563           0.1783597               325.8632155168337    15.591675555331529   
