# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ011904.6-145858   19.76921   -14.98289   0.217826         0.0260652            1.77282      0.0863123         5.22245E-10              7.42299E-11                  221.12     0119.0-1458        3846.3452           --               0            16.1           -11.7             1             0.29     4            0.79       2WHSPJ011904.6-145858   "4FGL J0119.0-1458" 19.7612       -14.9799       0.0346               3846.3452               1.934767E-14     2.8235869E-15    1.7987903           0.09954927              152.22011975280347   -76.25738190823444   
  2BIGBJ012152.7-391544   20.46954   -39.26228   0.216474         0.0259338            1.92627      0.0969755         4.95733E-10              7.15515E-11                  192.277    0121.8-3916        3501.2397           --               0            16.7           -12.0             1             0.3      5            0.4        --                      "4FGL J0121.8-3916" 20.4704       -39.2682       0.036                3501.2397               1.868251E-14     2.9502126E-15    1.8481876           0.105453685             277.2588396272254    -76.30973999160949   
  2BIGBJ012308.6+342048   20.78596   34.34681    0.0643619        0.00923846           1.68577      0.104868          3.45839E-10              6.73253E-11                  169.658    0123.1+3421        6441.136            5BZBJ0123+3420   0            18.0           -10.8             1             0.27     1            6.31       2WHSPJ012308.5+342048   "4FGL J0123.1+3421" 20.7906       34.3538        0.0352               6441.136                7.3558755E-15    1.1427954E-15    1.7042593           0.104041934             130.34563678109134   -28.068105536414848  
  2BIGBJ012338.3-231058   20.90979   -23.18294   0.503532         0.0438057            1.87146      0.0690364         9.30336E-10              9.5919E-11                   432.812    0123.7-2311        3200.311            5BZBJ0123-2310   0            17.3           -11.1             1             0.404    1            3.16       2WHSPJ012338.2-231058   "4FGL J0123.7-2311" 20.9377       -23.1941       0.0327               3200.311                5.4914437E-14    5.2090015E-15    1.8529655           0.06640214              186.2578880745885    -81.71675645712666   
  2BIGBJ012657.2+330730   21.73846   33.12508    0.289433         0.0919812            1.87908      0.191468          2.06693E-10              7.16871E-11                  37.3659    0127.1+3310        1923.9954           5BZBJ0126+3307   0            16.8           -12.1             1             0.45     5            0.32       2WHSPJ012657.1+330730   "4FGL J0127.1+3310" 21.78         33.1757        0.0784               1923.9954               4.9835292E-14    1.021271E-14     2.2363648           0.1918519               131.44422430290567   -29.158955456523582  
  2BIGBJ012713.9+032300   21.80808   3.38353     0.820267         0.0847881            2.01158      0.0881462         8.44156E-10              1.01541E-10                  234.697    0127.2+0324        2262.212            --               0            15.5           -11.8             1             ""       --           0.63       2WHSPJ012713.9+032259   "4FGL J0127.2+0324" 21.8237       3.413          0.0338               2262.212                1.1851318E-13    1.0604689E-14    1.9609165           0.06606874              140.11401079961465   -58.28908404711062   
  2BIGBJ013025.7-212838   22.60725   -21.47747   0.135498         0.0271618            2.02094      0.160996          2.7036E-10               6.55167E-11                  55.3947    0130.4-2129        3131.4463           --               0            15.1           -12.2             1             0.3      5            0.25       --                      "4FGL J0130.4-2129" 22.6226       -21.4998       0.1248               3131.4463               1.593091E-14     3.4209825E-15    1.9384637           0.15457456              182.55837750557026   -79.47762695413662   
  2BIGBJ013107.2+612033   22.78013   61.34258    0.799251         0.0423105            1.7847       0.037414          2.24925E-9               1.53049E-10                  1139.11    0131.1+6120        4185.6255           5BZBJ0131+6120   0            16.5           -11.1             1             ""       --           3.16       --                      "4FGL J0131.1+6120" 22.7924       61.3372        0.0135               4185.6255               9.502395E-14     5.5587045E-15    1.7761713           0.038252838             127.6722237387721    -1.16340517321541    
  2BIGBJ013113.8+554513   22.80758   55.75361    0.528805         0.0579777            2.06022      0.0923598         9.28901E-10              1.32908E-10                  167.82     0131.2+5547        2894.689            --               0            15.1           -11.9             1             0.036    1            0.5        --                      "4FGL J0131.2+5547" 22.8214       55.7849        0.0397               2894.689                6.0204507E-14    7.106165E-15     2.096007            0.091672815             128.54926162744147   -6.6835316081038085  
  2BIGBJ013241.1-080404   23.17138   -8.06803    0.15843          0.0263368            1.8995       0.12436           3.83158E-10              7.63895E-11                  87.6078    0132.7-0804        3647.4338           --               0            15.9           -11.7             1             0.149    1            0.79       --                      "4FGL J0132.7-0804" 23.1832       -8.0738        0.043                3647.4338               1.8913407E-14    3.2246997E-15    1.8205769           0.11013816              151.9677007459054    -68.58228467185418   
  2BIGBJ013309.3-453524   23.28867   -45.59      0.00908567       0.0027947            1.693        0.24431           9.32065E-11              4.04274E-11                  32.3601    0133.2-4533        9390.435            --               0            15.8           -12.3             1             ""       --           0.2        2WHSPJ013309.1-453524   "4FGL J0133.2-4533" 23.3007       -45.5586       0.059                9390.435                1.1315607E-15    3.4161032E-16    1.5889504           0.19429083              281.4536415899821    -69.75908196360162   
  2BIGBJ013428.2+263843   23.61746   26.64528    1.05127          0.0705807            1.93684      0.0546762         1.55013E-9               1.22724E-10                  648.602    0134.5+2637        2775.9514           5BZBJ0134+2638   0            15.7           -11.4             1             0.26     3            1.58       2WHSPJ013428.0+263843   "4FGL J0134.5+2637" 23.6272       26.6294        0.0261               2775.9514               1.0952888E-13    8.345417E-15     1.9554049           0.05828506              134.7187444680461    -35.23963980505115   
  2BIGBJ013507.0+025542   23.77933   2.9285      0.0160551        0.005145             1.59707      0.206176          1.10696E-10              4.97013E-11                  35.1862    0135.1+0255        7994.525            --               1            16.4           -12.5             1             0.372    1            0.13       2WHSPJ013507.0+025541   "4FGL J0135.1+0255" 23.7769       2.917          0.0593               7994.525                2.326188E-15     6.443037E-16     1.6824008           0.16939488              143.9412672315472    -58.15036669744023   
  2BIGBJ013632.6+390559   24.13579   39.09978    9.04338          0.220567             1.705        0.0166551         6.32324E-9               1.53539E-10                  8915.68    0136.5+3906        1922.0795           5BZBJ0136+3905   0            16.1           -10.8             1             ""       --           6.31       2WHSPJ013632.5+390558   "4FGL J0136.5+3906" 24.1423       39.1           0.0099               1922.0795               1.0421139E-12    2.7147011E-14    1.7116307           0.016112356             132.41642309555053   -22.93985050360621   
  2BIGBJ013750.5+581411   24.46029   58.23647    1.43304          0.0653122            1.95288      0.0372422         2.90769E-9               1.64179E-10                  1301.26    0137.9+5814        3251.06             5BZBJ0137+5814   0            16.2           -11.0             1             ""       --           3.98       --                      "4FGL J0137.9+5814" 24.4957       58.2494        0.0184               3251.06                 1.3400487E-13    7.789605E-15     1.9581922           0.043432996             129.0240384549416    -4.085342358156744   
  2BIGBJ013801.1+224808   24.50467   22.80242    0.364322         0.0384279            1.94533      0.0871923         8.11433E-10              1.0839E-10                   232.472    0138.0+2247        3421.6123           --               0            15.5           -11.9             2             0.26     4            0.5        --                      "4FGL J0138.0+2247" 24.5063       22.7962        0.0279               3421.6123               3.5162255E-14    4.388317E-15     1.9193134           0.09016019              136.74855770609844   -38.816378768080504  
  2BIGBJ014040.9-075849   25.17029   -7.98031    0.084095         0.0192531            1.7871       0.152273          2.21573E-10              6.15032E-11                  47.1616    0140.6-0758        4029.3684           5BZBJ0140-0758   0            16.6           -12.0             1             0.36     4            0.4        2WHSPJ014040.8-075849   "4FGL J0140.6-0758" 25.1626       -7.9745        0.0658               4029.3684               1.1167897E-14    2.3936529E-15    1.8550669           0.13990605              156.5469926573515    -67.57925887515778   
  2BIGBJ014347.4-584551   25.94746   -58.76425   1.46953          0.0704532            1.8167       0.0371434         1.73157E-9               9.0643E-11                   1601.08    0143.7-5846        2551.0942           5BZBJ0143-5845   0            16.7           -11.2             1             ""       --           2.51       2WHSPJ014347.2-584551   "4FGL J0143.7-5846" 25.948        -58.7718       0.017                2551.0942               1.772646E-13     8.901539E-15     1.8074455           0.0345441               290.45443004322567   -57.077770378008665  
  2BIGBJ014648.6-520233   26.70237   -52.04261   0.746515         0.0832082            2.05292      0.0929155         5.99629E-10              7.59441E-11                  192.417    0146.9-5202        1983.0107           5BZGJ0146-5202   0            15.0           -12.0             1             0.098    1            0.4        --                      "4FGL J0146.9-5202" 26.729        -52.0477       0.0467               1983.0107               8.060834E-14     9.655566E-15     2.075545            0.094121896             284.0147780012325    -63.00412480564267   
  2BIGBJ014820.3+520204   27.08471   52.03469    0.242129         0.0205625            1.85187      0.0637239         9.26401E-10              1.00053E-10                  385.114    0148.2+5201        4777.36             --               0            15.0           -11.6             3             0.24     5            1.0        --                      "4FGL J0148.2+5201" 27.0594       52.0243        0.0211               4777.36                 2.6067142E-14    2.5568973E-15    1.8166113           0.06546361              131.758129374353     -9.85925726272479    
  2BIGBJ014833.8+012901   27.14083   1.48372     0.5167           0.0954099            2.12089      0.163588          4.28584E-10              9.62327E-11                  71.2277    0148.6+0127        1983.6855           5BZBJ0148+0129   0            15.4           -12.3             1             0.94     2            0.2        --                      "4FGL J0148.6+0127" 27.1576       1.4622         0.045                1983.6855               7.2885904E-14    1.123775E-14     2.1969182           0.13758756              150.8808168673618    -58.253900257268405  
  2BIGBJ015044.1-545005   27.68542   -54.83472   0.144443         0.0290355            1.90497      0.142213          2.18756E-10              5.24378E-11                  61.5357    0150.6-5448        2845.5317           --               0            15.8           -12.1             1             0.28     5            0.32       2WHSPJ015044.5-545004   "4FGL J0150.6-5448" 27.6655       -54.8033       0.0543               2845.5317               1.895109E-14     3.6930844E-15    2.025385            0.15747054              285.64997581353634   -60.258941151635774  
  2BIGBJ015239.6+014717   28.165     1.78817     1.09805          0.0794105            1.92164      0.0594088         1.34536E-9               1.11989E-10                  613.62     0152.6+0147        2533.8896           5BZGJ0152+0147   0            15.9           -11.2             1             0.08     1            2.51       2WHSPJ015239.5+014717   "4FGL J0152.6+0147" 28.1614       1.7894         0.0225               2533.8896               1.3897759E-13    9.936977E-15     1.9550902           0.056893423             152.37738979323495   -57.54095068799078   
